,date,species,sowtype,repeated,IDtime,NOtime,density,number,rootDW,stemDW,leafDW
89,20231221,Corn,Monoculture,3,1,7,High,810,0.2433,0.0236,0.0184
90,20231221,Corn,Monoculture,3,1,7,High,810,0.209,0.0299,0.0173
361,20231228,Corn,Monoculture,1,2,14,Low,165,0.108,0.0249,0.0364
362,20231228,Corn,Monoculture,1,2,14,Low,165,0.1387,0.0172,0.0282
363,20231228,Corn,Monoculture,1,2,14,Low,165,0.136,0.0072,0.0141
364,20231228,Corn,Monoculture,1,2,14,Low,165,0.0838,0.0246,0.0438
365,20231228,Corn,Monoculture,1,2,14,Low,165,0.1449,0.0351,0.0647
366,20231228,Corn,Monoculture,1,2,14,Low,165,0.0745,0.02,0.0414
367,20231228,Corn,Monoculture,1,2,14,Low,165,0.144,0.0252,0.0399
368,20231228,Corn,Monoculture,1,2,14,Low,165,0.1405,0.0277,0.0463
369,20231228,Corn,Monoculture,1,2,14,Low,165,0.1107,0.0276,0.0439
370,20231228,Corn,Monoculture,1,2,14,Low,165,0.12,0.0237,0.0416
371,20231228,Corn,Monoculture,2,2,14,Low,169,0.089,0.0234,0.0417
372,20231228,Corn,Monoculture,2,2,14,Low,169,0.2001,0.0354,0.0546
373,20231228,Corn,Monoculture,2,2,14,Low,169,0.166,0.0248,0.0386
374,20231228,Corn,Monoculture,2,2,14,Low,169,0.1313,0.0168,0.0224
375,20231228,Corn,Monoculture,2,2,14,Low,169,0.1022,0.024,0.0324
376,20231228,Corn,Monoculture,2,2,14,Low,169,0.1297,0.0209,0.0376
377,20231228,Corn,Monoculture,2,2,14,Low,169,0.1965,0.0327,0.0294
378,20231228,Corn,Monoculture,2,2,14,Low,169,0.2194,0.0115,0.0332
379,20231228,Corn,Monoculture,2,2,14,Low,169,0.1699,0.0419,0.0213
380,20231228,Corn,Monoculture,2,2,14,Low,169,0.1314,0.0208,0.0253
381,20231228,Corn,Monoculture,3,2,14,Low,170,0.1387,0.0208,0.0251
382,20231228,Corn,Monoculture,3,2,14,Low,170,0.1573,0.0193,0.0184
383,20231228,Corn,Monoculture,3,2,14,Low,170,0.1626,0.0279,0.0376
384,20231228,Corn,Monoculture,3,2,14,Low,170,0.17,0.0249,0.0198
385,20231228,Corn,Monoculture,3,2,14,Low,170,0.1678,0.0225,0.0395
386,20231228,Corn,Monoculture,3,2,14,Low,170,0.111,0.0255,0.0395
387,20231228,Corn,Monoculture,3,2,14,Low,170,0.1002,0.0285,0.0359
388,20231228,Corn,Monoculture,3,2,14,Low,170,0.2681,0.0209,0.021
389,20231228,Corn,Monoculture,3,2,14,Low,170,0.1063,0.0353,0.0453
390,20231228,Corn,Monoculture,3,2,14,Low,170,0.13,0.0327,0.0571
391,20231228,Corn,Monoculture,1,2,14,Middle,350,0.1206,0.0239,0.0368
392,20231228,Corn,Monoculture,1,2,14,Middle,350,0.1976,0.0292,0.0248
393,20231228,Corn,Monoculture,1,2,14,Middle,350,0.2963,0.0323,0.04
394,20231228,Corn,Monoculture,1,2,14,Middle,350,0.2251,0.0248,0.0351
395,20231228,Corn,Monoculture,1,2,14,Middle,350,0.1113,0.0254,0.0398
396,20231228,Corn,Monoculture,1,2,14,Middle,350,0.1249,0.0253,0.0376
397,20231228,Corn,Monoculture,1,2,14,Middle,350,0.2043,0.0239,0.0198
398,20231228,Corn,Monoculture,1,2,14,Middle,350,0.2023,0.02,0.033
399,20231228,Corn,Monoculture,1,2,14,Middle,350,0.171,0.029,0.0398
400,20231228,Corn,Monoculture,1,2,14,Middle,350,0.1174,0.0264,0.0484
401,20231228,Corn,Monoculture,2,2,14,Middle,347,0.1818,0.0159,0.0196
402,20231228,Corn,Monoculture,2,2,14,Middle,347,0.119,0.0255,0.0225
403,20231228,Corn,Monoculture,2,2,14,Middle,347,0.2055,0.0175,0.0196
404,20231228,Corn,Monoculture,2,2,14,Middle,347,0.3013,0.0266,0.0294
405,20231228,Corn,Monoculture,2,2,14,Middle,347,0.1229,0.0269,0.0306
406,20231228,Corn,Monoculture,2,2,14,Middle,347,0.147,0.0286,0.0417
407,20231228,Corn,Monoculture,2,2,14,Middle,347,0.0984,0.0278,0.0512
408,20231228,Corn,Monoculture,2,2,14,Middle,347,0.179,0.0332,0.0396
409,20231228,Corn,Monoculture,2,2,14,Middle,347,0.2022,0.0251,0.024
410,20231228,Corn,Monoculture,2,2,14,Middle,347,0.1378,0.029,0.0425
411,20231228,Corn,Monoculture,3,2,14,Middle,350,0.1924,0.0166,0.0178
412,20231228,Corn,Monoculture,3,2,14,Middle,350,0.1607,0.0192,0.0283
413,20231228,Corn,Monoculture,3,2,14,Middle,350,0.1753,0.0281,0.0284
414,20231228,Corn,Monoculture,3,2,14,Middle,350,0.2948,0.0212,0.0177
415,20231228,Corn,Monoculture,3,2,14,Middle,350,0.1645,0.0245,0.019
416,20231228,Corn,Monoculture,3,2,14,Middle,350,0.1174,0.0162,0.0152
417,20231228,Corn,Monoculture,3,2,14,Middle,350,0.1877,0.027,0.0273
418,20231228,Corn,Monoculture,3,2,14,Middle,350,0.247,0.014,0.0195
419,20231228,Corn,Monoculture,3,2,14,Middle,350,0.127,0.0216,0.0191
420,20231228,Corn,Monoculture,3,2,14,Middle,350,0.06,0.0279,0.0215
421,20231228,Corn,Monoculture,1,2,14,High,794,0.1379,0.0214,0.0265
422,20231228,Corn,Monoculture,1,2,14,High,794,0.3224,0.0158,0.0085
423,20231228,Corn,Monoculture,1,2,14,High,794,0.2061,0.0275,0.0285
424,20231228,Corn,Monoculture,1,2,14,High,794,0.3186,0.026,0.0214
425,20231228,Corn,Monoculture,1,2,14,High,794,0.1805,0.0377,0.0257
426,20231228,Corn,Monoculture,1,2,14,High,794,0.2023,0.0237,0.0221
427,20231228,Corn,Monoculture,1,2,14,High,794,0.2149,0.0299,0.0242
428,20231228,Corn,Monoculture,1,2,14,High,794,0.1495,0.0183,0.0203
429,20231228,Corn,Monoculture,1,2,14,High,794,0.1521,0.02,0.1316
430,20231228,Corn,Monoculture,1,2,14,High,794,0.2197,0.038,0.0352
431,20231228,Corn,Monoculture,2,2,14,High,798,0.1432,0.0203,0.0095
432,20231228,Corn,Monoculture,2,2,14,High,798,0.2395,0.0288,0.0206
433,20231228,Corn,Monoculture,2,2,14,High,798,0.1399,0.0218,0.0139
434,20231228,Corn,Monoculture,2,2,14,High,798,0.2353,0.0244,0.0175
435,20231228,Corn,Monoculture,2,2,14,High,798,0.1751,0.0283,0.0232
436,20231228,Corn,Monoculture,2,2,14,High,798,0.279,0.0289,0.0324
437,20231228,Corn,Monoculture,2,2,14,High,798,0.1703,0.0177,0.0171
438,20231228,Corn,Monoculture,2,2,14,High,798,0.1701,0.0121,0.02
439,20231228,Corn,Monoculture,2,2,14,High,798,0.2124,0.0273,0.0219
440,20231228,Corn,Monoculture,2,2,14,High,798,0.1995,0.0285,0.0229
441,20231228,Corn,Monoculture,3,2,14,High,798,0.14,0.0218,0.0196
442,20231228,Corn,Monoculture,3,2,14,High,798,0.2257,0.0247,0.0168
443,20231228,Corn,Monoculture,3,2,14,High,798,0.1573,0.0191,0.0121
444,20231228,Corn,Monoculture,3,2,14,High,798,0.1415,0.0252,0.02
445,20231228,Corn,Monoculture,3,2,14,High,798,0.1661,0.0142,0.0153
446,20231228,Corn,Monoculture,3,2,14,High,798,0.1833,0.0155,0.0149
447,20231228,Corn,Monoculture,3,2,14,High,798,0.1375,0.0267,0.019
448,20231228,Corn,Monoculture,3,2,14,High,798,0.1971,0.0167,0.0144
449,20231228,Corn,Monoculture,3,2,14,High,798,0.2773,0.0186,0.0221
450,20231228,Corn,Monoculture,3,2,14,High,798,0.026,0.0238,0.0261
721,20240104,Corn,Monoculture,1,3,21,Low,153,0.1227,0.0233,0.0593
722,20240104,Corn,Monoculture,1,3,21,Low,153,0.1035,0.0351,0.063
723,20240104,Corn,Monoculture,1,3,21,Low,153,0.1145,0.0295,0.0539
724,20240104,Corn,Monoculture,1,3,21,Low,153,0.1358,0.0266,0.0419
725,20240104,Corn,Monoculture,1,3,21,Low,153,0.1233,0.0296,0.0372
726,20240104,Corn,Monoculture,1,3,21,Low,153,0.1582,0.043,0.0609
727,20240104,Corn,Monoculture,1,3,21,Low,153,0.1304,0.0151,0.0251
728,20240104,Corn,Monoculture,1,3,21,Low,153,0.1139,0.0102,0.0161
729,20240104,Corn,Monoculture,1,3,21,Low,153,0.105,0.0289,0.0461
730,20240104,Corn,Monoculture,1,3,21,Low,153,0.0946,0.0219,0.0355
731,20240104,Corn,Monoculture,2,3,21,Low,158,0.1468,0.0213,0.0124
732,20240104,Corn,Monoculture,2,3,21,Low,158,0.0479,0.0166,0.0288
733,20240104,Corn,Monoculture,2,3,21,Low,158,0.1354,0.0254,0.0458
734,20240104,Corn,Monoculture,2,3,21,Low,158,0.0744,0.0199,0.0356
735,20240104,Corn,Monoculture,2,3,21,Low,158,0.142,0.0254,0.0322
736,20240104,Corn,Monoculture,2,3,21,Low,158,0.1075,0.022,0.0464
737,20240104,Corn,Monoculture,2,3,21,Low,158,0.1857,0.0301,0.0445
738,20240104,Corn,Monoculture,2,3,21,Low,158,0.1833,0.0302,0.045
739,20240104,Corn,Monoculture,2,3,21,Low,158,0.1413,0.0225,0.0397
740,20240104,Corn,Monoculture,2,3,21,Low,158,0.1382,0.0187,0.0326
741,20240104,Corn,Monoculture,3,3,21,Low,159,0.1113,0.0277,0.0402
742,20240104,Corn,Monoculture,3,3,21,Low,159,0.0717,0.0206,0.0283
743,20240104,Corn,Monoculture,3,3,21,Low,159,0.0973,0.0304,0.0371
744,20240104,Corn,Monoculture,3,3,21,Low,159,0.1315,0.0381,0.0496
745,20240104,Corn,Monoculture,3,3,21,Low,159,0.1758,0.0404,0.0384
746,20240104,Corn,Monoculture,3,3,21,Low,159,0.1447,0.0227,0.0211
747,20240104,Corn,Monoculture,3,3,21,Low,159,0.0787,0.0213,0.0388
748,20240104,Corn,Monoculture,3,3,21,Low,159,0.1208,0.0265,0.0461
749,20240104,Corn,Monoculture,3,3,21,Low,159,0.0879,0.0241,0.0353
750,20240104,Corn,Monoculture,3,3,21,Low,159,0.1036,0.0206,0.0366
751,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1397,0.0272,0.0416
752,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1226,0.0159,0.0258
753,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1276,0.0262,0.048
754,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1171,0.0209,0.023
755,20240104,Corn,Monoculture,1,3,21,Middle,339,0.0812,0.0201,0.0221
756,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1621,0.0255,0.0294
757,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1782,0.0138,0.0229
758,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1098,0.0233,0.0367
759,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1557,0.0209,0.0372
760,20240104,Corn,Monoculture,1,3,21,Middle,339,0.1282,0.0241,0.0337
761,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1084,0.0242,0.0185
762,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1399,0.0196,0.0201
763,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1529,0.0115,0.0141
764,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1367,0.0209,0.0148
765,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1525,0.0098,0.0043
766,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1063,0.0276,0.0368
767,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1323,0.0313,0.0339
768,20240104,Corn,Monoculture,2,3,21,Middle,336,0.1181,0.0289,0.0417
769,20240104,Corn,Monoculture,2,3,21,Middle,336,0.0968,0.0164,0.0228
770,20240104,Corn,Monoculture,2,3,21,Middle,336,0.102,0.0158,0.0205
771,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1705,0.0267,0.0116
772,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1324,0.0131,0.0081
773,20240104,Corn,Monoculture,3,3,21,Middle,339,0.127,0.0308,0.0274
774,20240104,Corn,Monoculture,3,3,21,Middle,339,0.2467,0.0198,0.0134
775,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1787,0.0193,0.0138
776,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1226,0.0263,0.0272
777,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1504,0.0165,0.0162
778,20240104,Corn,Monoculture,3,3,21,Middle,339,0.2225,0.0216,0.0192
779,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1305,0.0142,0.0044
780,20240104,Corn,Monoculture,3,3,21,Middle,339,0.1738,0.0269,0.0206
781,20240104,Corn,Monoculture,1,3,21,High,782,0.1448,0.0243,0.0155
782,20240104,Corn,Monoculture,1,3,21,High,782,0.1725,0.0226,0.012
783,20240104,Corn,Monoculture,1,3,21,High,782,0.112,0.023,0.0276
784,20240104,Corn,Monoculture,1,3,21,High,782,0.1163,0.0242,0.0255
785,20240104,Corn,Monoculture,1,3,21,High,782,0.1182,0.0244,0.0188
786,20240104,Corn,Monoculture,1,3,21,High,782,0.1268,0.0254,0.0245
787,20240104,Corn,Monoculture,1,3,21,High,782,0.079,0.0208,0.0157
788,20240104,Corn,Monoculture,1,3,21,High,782,0.1635,0.0271,0.0292
789,20240104,Corn,Monoculture,1,3,21,High,782,0.1071,0.0287,0.0238
790,20240104,Corn,Monoculture,1,3,21,High,782,0.2148,0.0099,0.0081
791,20240104,Corn,Monoculture,2,3,21,High,786,0.2247,0.0133,0.0053
792,20240104,Corn,Monoculture,2,3,21,High,786,0.1761,0.0208,0.0098
793,20240104,Corn,Monoculture,2,3,21,High,786,0.1361,0.0285,0.0263
794,20240104,Corn,Monoculture,2,3,21,High,786,0.1405,0.0131,0.0079
795,20240104,Corn,Monoculture,2,3,21,High,786,0.1612,0.027,0.0319
796,20240104,Corn,Monoculture,2,3,21,High,786,0.1179,0.0218,0.0178
797,20240104,Corn,Monoculture,2,3,21,High,786,0.1978,0.0126,0.0099
798,20240104,Corn,Monoculture,2,3,21,High,786,0.1894,0.0252,0.015
799,20240104,Corn,Monoculture,2,3,21,High,786,0.1059,0.0158,0.0101
800,20240104,Corn,Monoculture,2,3,21,High,786,0.102,0.0262,0.0174
801,20240104,Corn,Monoculture,3,3,21,High,788,0.117,0.0085,0.0082
802,20240104,Corn,Monoculture,3,3,21,High,788,0.188,0.0293,0.0207
803,20240104,Corn,Monoculture,3,3,21,High,788,0.161,0.0239,0.0178
804,20240104,Corn,Monoculture,3,3,21,High,788,0.1387,0.0124,0.0136
805,20240104,Corn,Monoculture,3,3,21,High,788,0.1797,0.0189,0.0191
806,20240104,Corn,Monoculture,3,3,21,High,788,0.2241,0.0219,0.0195
807,20240104,Corn,Monoculture,3,3,21,High,788,0.1602,0.0289,0.022
808,20240104,Corn,Monoculture,3,3,21,High,788,0.1226,0.0244,0.0231
809,20240104,Corn,Monoculture,3,3,21,High,788,0.189,0.0233,0.022
810,20240104,Corn,Monoculture,3,3,21,High,788,0.1387,0.0191,0.0183
1081,20240111,Corn,Monoculture,1,4,28,Low,143,0.1516,0.022,0.0268
1082,20240111,Corn,Monoculture,1,4,28,Low,143,0.1647,0.0182,0.0333
1083,20240111,Corn,Monoculture,1,4,28,Low,143,0.1435,0.0195,0.0307
1084,20240111,Corn,Monoculture,1,4,28,Low,143,0.1092,0.0166,0.0379
1085,20240111,Corn,Monoculture,1,4,28,Low,143,0.1182,0.0229,0.0357
1086,20240111,Corn,Monoculture,1,4,28,Low,143,0.1285,0.0154,0.0092
1087,20240111,Corn,Monoculture,1,4,28,Low,143,0.1095,0.003,0.0441
1088,20240111,Corn,Monoculture,1,4,28,Low,143,0.0878,0.027,0.0449
1089,20240111,Corn,Monoculture,1,4,28,Low,143,0.1777,0.0123,0.0191
1090,20240111,Corn,Monoculture,1,4,28,Low,143,0.1166,0.028,0.04
1091,20240111,Corn,Monoculture,2,4,28,Low,148,0.0925,0.0143,0.018
1092,20240111,Corn,Monoculture,2,4,28,Low,148,0.105,0.0211,0.0476
1093,20240111,Corn,Monoculture,2,4,28,Low,148,0.073,0.0301,0.0534
1094,20240111,Corn,Monoculture,2,4,28,Low,148,0.1168,0.028,0.0382
1095,20240111,Corn,Monoculture,2,4,28,Low,148,0.1052,0.0214,0.0228
1096,20240111,Corn,Monoculture,2,4,28,Low,148,0.0961,0.0229,0.0382
1097,20240111,Corn,Monoculture,2,4,28,Low,148,0.0789,0.0225,0.0426
1098,20240111,Corn,Monoculture,2,4,28,Low,148,0.0895,0.0236,0.0379
1099,20240111,Corn,Monoculture,2,4,28,Low,148,0.092,0.0281,0.0387
1100,20240111,Corn,Monoculture,2,4,28,Low,148,0.0966,0.0225,0.0298
1101,20240111,Corn,Monoculture,3,4,28,Low,148,0.1263,0.0137,0.0132
1102,20240111,Corn,Monoculture,3,4,28,Low,148,0.1609,0.0173,0.0222
1103,20240111,Corn,Monoculture,3,4,28,Low,148,0.2272,0.0306,0.0394
1104,20240111,Corn,Monoculture,3,4,28,Low,148,0.1372,0.0266,0.0168
1105,20240111,Corn,Monoculture,3,4,28,Low,148,0.0809,0.0247,0.0574
1106,20240111,Corn,Monoculture,3,4,28,Low,148,0.1954,0.0255,0.0182
1107,20240111,Corn,Monoculture,3,4,28,Low,148,0.0994,0.0226,0.0248
1108,20240111,Corn,Monoculture,3,4,28,Low,148,0.074,0.0183,0.0496
1109,20240111,Corn,Monoculture,3,4,28,Low,148,0.111,0.0239,0.0263
1110,20240111,Corn,Monoculture,3,4,28,Low,148,0.0955,0.0288,0.0364
1111,20240111,Corn,Monoculture,1,4,28,Middle,328,0.1271,0.0212,0.0464
1112,20240111,Corn,Monoculture,1,4,28,Middle,328,0.1348,0.036,0.0366
1113,20240111,Corn,Monoculture,1,4,28,Middle,328,0.0839,0.026,0.0454
1114,20240111,Corn,Monoculture,1,4,28,Middle,328,0.0805,0.0228,0.0235
1115,20240111,Corn,Monoculture,1,4,28,Middle,328,0.0735,0.0184,0.0241
1116,20240111,Corn,Monoculture,1,4,28,Middle,328,0.1153,0.0206,0.0276
1117,20240111,Corn,Monoculture,1,4,28,Middle,328,0.1265,0.0287,0.0289
1118,20240111,Corn,Monoculture,1,4,28,Middle,328,0.0977,0.0238,0.022
1119,20240111,Corn,Monoculture,1,4,28,Middle,328,0.1056,0.0209,0.0351
1120,20240111,Corn,Monoculture,1,4,28,Middle,328,0.1224,0.0116,0.0294
1121,20240111,Corn,Monoculture,2,4,28,Middle,325,0.1231,0.0223,0.0178
1122,20240111,Corn,Monoculture,2,4,28,Middle,325,0.281,0.0203,0.0224
1123,20240111,Corn,Monoculture,2,4,28,Middle,325,0.104,0.0188,0.0386
1124,20240111,Corn,Monoculture,2,4,28,Middle,325,0.0633,0.0151,0.0166
1125,20240111,Corn,Monoculture,2,4,28,Middle,325,0.0559,0.0256,0.0329
1126,20240111,Corn,Monoculture,2,4,28,Middle,325,0.1026,0.0224,0.0384
1127,20240111,Corn,Monoculture,2,4,28,Middle,325,0.0965,0.0225,0.0413
1128,20240111,Corn,Monoculture,2,4,28,Middle,325,0.1124,0.0216,0.0301
1129,20240111,Corn,Monoculture,2,4,28,Middle,325,0.1052,0.0206,0.0336
1130,20240111,Corn,Monoculture,2,4,28,Middle,325,0.097,0.0217,0.0451
1131,20240111,Corn,Monoculture,3,4,28,Middle,328,0.2541,0.0141,0.0158
1132,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1188,0.211,0.0375
1133,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1935,0.328,0.0283
1134,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1515,0.018,0.0259
1135,20240111,Corn,Monoculture,3,4,28,Middle,328,0.0857,0.0201,0.0265
1136,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1245,0.0281,0.0209
1137,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1672,0.0208,0.0217
1138,20240111,Corn,Monoculture,3,4,28,Middle,328,0.0974,0.02,0.0309
1139,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1258,0.0224,0.0294
1140,20240111,Corn,Monoculture,3,4,28,Middle,328,0.1195,0.0225,0.0368
1141,20240111,Corn,Monoculture,1,4,28,High,770,0.1249,0.0266,0.0312
